Container Name,Test Type,Num CPUs,Total Messages,Successful Messages,Failed Messages,Execution Time (s),Messages/s,Throughput (MB/s),Avg Latency (ms),Min Latency (ms),Max Latency (ms),Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB),Pattern,Num Clients,Message Size (KB),Rate (msg/s),Bursts,Interval (s),Duration (s)
ws-yaws-27-self,burst_5_8_3_0.5,8,15,15,0,1.5587027072906494,9.62338740405034,0.07518271409414329,1.9137519329281834,1.078582998161437,2.380295001785271,0.006785987933159006,0.004353612719999999,5,1.2533333333333334,3.02,3.7600000000000002,41.343333333333334,42.8,124.03,burst,5,8,,3,0.5,
ws-yaws-27-self,burst_5_1024_3_0.5,8,15,15,0,1.7979950904846191,8.342625671996137,8.342625671996137,72.48014306654416,55.45124000127544,94.98032899864484,0.13607268000895217,0.0756802289,6,15.82,46.61,47.46,142.62333333333333,209.9,427.87,burst,5,1024,,3,0.5,
ws-yaws-27-self,burst_5_65536_3_0.5,8,15,0,15,0.8569915294647217,17.503090152325104,1120.1977697488066,0.0,0.0,0.0,0.0051862651514676325,0.006051711099999999,6,0.3033333333333333,0.58,0.9099999999999999,39.85,40.15,119.55000000000001,burst,5,65536,,3,0.5,
ws-yaws-27-self,burst_50_8_3_0.5,8,150,150,0,1.6373310089111328,91.61250790684888,0.7157227180222568,7.351447493298717,1.6637490007269662,30.274993998318678,0.025909893956986042,0.0158244691,6,4.96,13.4,14.879999999999999,47.43,59.02,142.29,burst,50,8,,3,0.5,
ws-yaws-27-self,burst_50_1024_3_0.5,8,150,150,0,3.4012060165405273,44.102003604171465,44.102003604171465,457.8056408399425,92.42130600250675,898.1706630002009,8.80608540373131,2.5891067347599996,10,180.32500000000002,668.48,721.3000000000001,232.3025,450.3,929.21,burst,50,1024,,3,0.5,
ws-yaws-27-self,burst_50_65536_3_0.5,8,150,0,150,8.191417217254639,18.311849588620106,1171.9583736716868,0.0,0.0,0.0,0.28090701971999,0.03429284728999999,10,4.311428571428571,21.57,30.18,43.15714285714285,43.55,302.09999999999997,burst,50,65536,,3,0.5,
ws-yaws-27-self,burst_100_8_3_0.5,8,300,300,0,1.7678217887878418,169.7003634092007,1.3257840891343804,9.290190680027687,0.9337250012322329,49.34924099870841,0.07664201145139753,0.04335392398571427,7,22.393333333333334,66.14,67.18,60.10333333333333,72.81,180.31,burst,100,8,,3,0.5,
ws-yaws-27-self,burst_100_1024_3_0.5,8,300,300,0,5.00779128074646,59.90665009410738,59.90665009410738,843.7969329767051,179.30018799961545,2123.01755199951,40.83722585300491,8.154737999966668,9,302.408,744.71,1512.04,359.318,720.3,1796.59,burst,100,1024,,3,0.5,
ws-yaws-27-self,burst_100_65536_3_0.5,8,300,0,300,16.388073682785034,18.305995311403628,1171.5836999298322,0.0,0.0,0.0,0.8082275409402773,0.049318031916666664,12,5.468181818181818,23.29,60.15,40.01181818181818,40.52,440.12999999999994,burst,100,65536,,3,0.5,
ws-yaws-27-self,stream_5_8_10_5,8,245,245,0,5.120608806610107,47.845873264861325,0.3737958848817291,2.641969436675082,0.5461029977595899,8.195207999960985,0.08340511811037933,0.016288125349999998,8,8.574,22.43,42.87,45.088,46.3,225.44,stream,5,8,10,,,5
ws-yaws-27-self,stream_5_1024_10_5,8,126,126,0,5.130624771118164,24.558412595146706,24.558412595146706,100.09813038873074,51.45138800071436,178.74168699927395,6.435771503381888,1.25438358689,10,111.53399999999999,288.94,557.67,214.7,274.8,1073.5,stream,5,1024,10,,,5
ws-yaws-27-self,stream_5_65536_10_5,8,0,0,0,0.8649413585662842,0.0,0.0,0.0,0.0,0.0,0.004822959030245877,0.005576053200000001,6,0.27,0.33,0.81,38.99333333333333,39.23,116.97999999999999,stream,5,65536,10,,,5
ws-yaws-27-self,stream_50_8_10_5,8,2408,2408,0,5.2506091594696045,458.6134535755936,3.582917606059325,3.5717011096373525,0.6121559999883175,44.91203599900473,1.3271768500945509,0.25276626192999996,10,66.55199999999999,156.02,332.76,62.57000000000001,80.17,312.85,stream,50,8,10,,,5
ws-yaws-27-self,stream_50_1024_10_5,8,366,366,0,5.714477062225342,64.04785530059887,64.04785530059887,624.3544372788722,173.7955280004826,1455.565395001031,52.646061082293144,9.212752192200002,10,377.556,755.45,1887.78,325.312,555.8,1626.56,stream,50,1024,10,,,5
ws-yaws-27-self,stream_50_65536_10_5,8,0,0,0,8.224850177764893,0.0,0.0,0.0,0.0,0.0,0.34307947370678743,0.041712549929999995,10,4.967142857142856,25.11,34.769999999999996,41.23857142857143,41.65,288.67,stream,50,65536,10,,,5
ws-yaws-27-self,stream_100_8_10_5,8,4799,4799,0,5.322918653488159,901.5730489991932,7.043539445306197,4.269111456542066,0.41166200026054867,93.26853899983689,3.6524199223151137,0.6861686529666667,9,126.74600000000001,293.06,633.73,72.248,102.7,361.24,stream,100,8,10,,,5
ws-yaws-27-self,stream_100_1024_10_5,8,398,398,0,6.151286840438843,64.70190877517362,64.70190877517362,1283.9131250350888,196.56980999934603,2653.7079209992953,66.50286358597923,10.811211590522221,9,434.168,752.69,2170.84,562.7604,1113.088,2813.802,stream,100,1024,10,,,5
ws-yaws-27-self,stream_100_65536_10_5,8,0,0,0,16.37074875831604,0.0,0.0,0.0,0.0,0.0,0.9068508812072825,0.055394587907692305,13,6.15090909090909,25.79,67.66,40.72636363636364,41.21,447.99,stream,100,65536,10,,,5
